CVE, Earliest Recorded Date
CVE-2012-5088, 2012-10-16 00:00:00
CVE-2016-6267, 2016-08-08 00:00:00
CVE-2007-2987, 2007-05-29 00:00:00
CVE-2017-1092, 2017-05-30 00:00:00
CVE-2004-2271, 2004-11-07 00:00:00
CVE-2011-2474, 2011-05-25 00:00:00
CVE-2009-0215, 2009-03-24 00:00:00
CVE-2012-2215, 2017-08-13 14:19:36.668000
CVE-2003-0352, 2003-07-16 00:00:00
CVE-2004-2074, 2004-03-03 00:00:00
CVE-2013-4124, 2017-08-13 14:18:05.695000
CVE-2010-2156, 2017-08-13 14:13:54.517000
CVE-2012-0694, 2012-06-23 00:00:00
CVE-2015-1328, 2015-06-16 00:00:00
CVE-2016-1209, 2016-05-04 00:00:00
CVE-2011-5052, 2011-12-27 00:00:00
CVE-2012-2329, 2012-05-08 00:00:00
CVE-2008-6082, 2008-10-14 00:00:00
CVE-2015-3090, 2015-05-12 00:00:00
CVE-2011-1774, 2011-07-20 00:00:00
CVE-2007-3872, 2007-08-09 00:00:00
CVE-2009-0546, 2009-02-09 00:00:00
CVE-2010-1553, 2010-05-11 00:00:00
CVE-2010-1552, 2010-05-11 00:00:00
CVE-2010-1555, 2010-05-11 00:00:00
CVE-2010-1554, 2010-05-11 00:00:00
CVE-2010-1885, 2010-06-09 00:00:00
CVE-2007-2508, 2007-05-07 00:00:00
CVE-2006-2369, 2006-05-15 00:00:00
CVE-2016-0752, 2016-10-16 00:00:00
CVE-2017-8895, 2017-05-10 00:00:00
CVE-2014-3566, 2014-10-14 00:00:00
CVE-2011-5124, 2011-04-04 00:00:00
CVE-2015-0921, 2015-01-06 00:00:00
CVE-2015-0923, 2015-02-05 00:00:00
CVE-2016-1593, 2016-03-30 00:00:00
CVE-2015-0925, 2015-01-21 00:00:00
CVE-2007-3901, 2007-12-11 00:00:00
CVE-2011-4451, 2011-11-30 00:00:00
CVE-2011-4453, 2011-11-09 00:00:00
CVE-2007-4475, 2009-03-31 00:00:00
CVE-2007-4474, 2007-12-20 00:00:00
CVE-2006-6010, 2017-08-13 14:19:25.715000
CVE-2003-1336, 2003-10-13 00:00:00
CVE-2008-0935, 2008-02-22 00:00:00
CVE-2007-2386, 2007-05-25 00:00:00
CVE-2011-0514, 2011-01-08 00:00:00
CVE-2011-0517, 2011-01-13 00:00:00
CVE-2011-4050, 2011-12-20 00:00:00
CVE-2004-1388, 2005-05-25 00:00:00
CVE-2017-7494, 2017-03-24 00:00:00
CVE-2011-1574, 2011-04-07 00:00:00
CVE-2001-1583, 2001-08-31 00:00:00
CVE-2015-0816, 2015-03-31 00:00:00
CVE-2009-1430, 2009-04-28 00:00:00
CVE-2006-5112, 2006-09-28 00:00:00
CVE-2013-6194, 2014-01-02 00:00:00
CVE-2003-0201, 2003-04-07 00:00:00
CVE-2001-0152, 2001-03-27 00:00:00
CVE-2010-3007, 2010-09-09 00:00:00
CVE-2010-3552, 2010-10-12 00:00:00
CVE-2013-3906, 2013-11-05 00:00:00
CVE-2011-1591, 2011-04-18 00:00:00
CVE-2010-2550, 2017-08-13 14:19:23.006000
CVE-2013-4212, 2013-10-31 00:00:00
CVE-2012-2686, 2013-02-05 00:00:00
CVE-2012-1182, 2012-04-10 00:00:00
CVE-2014-0515, 2014-04-28 00:00:00
CVE-2011-0647, 2011-02-07 00:00:00
CVE-2015-0072, 2015-02-01 00:00:00
CVE-2016-5676, 2016-08-04 00:00:00
CVE-2016-5674, 2016-08-04 00:00:00
CVE-2016-5675, 2016-08-04 00:00:00
CVE-2012-3001, 2012-10-22 00:00:00
CVE-2014-0195, 2014-06-05 00:00:00
CVE-2013-0431, 2013-01-10 00:00:00
CVE-2007-1070, 2007-02-20 00:00:00
CVE-2013-0928, 2013-01-18 00:00:00
CVE-2001-1320, 2001-07-16 00:00:00
CVE-2008-2499, 2008-05-21 00:00:00
CVE-2007-0774, 2007-03-02 00:00:00
CVE-2011-2110, 2012-06-21 00:00:00
CVE-2006-3961, 2006-08-01 00:00:00
CVE-2015-0311, 2014-04-28 00:00:00
CVE-2013-1349, 2012-12-04 00:00:00
CVE-2015-0318, 2014-11-25 00:00:00
CVE-2000-0945, 2000-10-26 00:00:00
CVE-2016-2296, 2017-08-13 14:15:56.188000
CVE-2000-0284, 2000-04-16 00:00:00
CVE-2004-0735, 2004-07-17 00:00:00
CVE-2012-0262, 2012-01-05 00:00:00
CVE-2006-2961, 2006-06-12 00:00:00
CVE-2004-1211, 2004-11-29 00:00:00
CVE-2013-0108, 2013-02-22 00:00:00
CVE-2008-2789, 2011-02-08 00:00:00
CVE-2008-1472, 2008-03-16 00:00:00
CVE-2012-5896, 2012-03-28 00:00:00
CVE-2011-4908, 2009-07-22 00:00:00
CVE-2011-3192, 2011-08-19 00:00:00
CVE-2007-6507, 2017-08-13 14:17:29.569000
CVE-2008-5353, 2008-12-03 00:00:00
CVE-2007-6509, 2007-12-17 00:00:00
CVE-2008-1309, 2008-03-08 00:00:00
CVE-2003-0213, 2003-04-09 00:00:00
CVE-2012-0754, 2012-02-15 00:00:00
CVE-2009-1943, 2009-06-01 00:00:00
CVE-2013-5331, 2013-12-10 00:00:00
CVE-2003-0694, 2003-09-17 00:00:00
CVE-2016-6600, 2016-07-04 00:00:00
CVE-2016-6601, 2016-07-04 00:00:00
CVE-2015-2426, 2015-07-11 00:00:00
CVE-2013-3482, 2013-05-23 00:00:00
CVE-2001-0537, 2001-06-27 00:00:00
CVE-2005-1983, 2005-08-09 00:00:00
CVE-2014-3888, 2014-05-23 00:00:00
CVE-2017-6510, 2017-03-07 00:00:00
CVE-2013-3319, 2017-08-13 14:15:33.306000
CVE-2006-0395, 2006-03-01 00:00:00
CVE-2016-4997, 2016-06-03 00:00:00
CVE-2008-0320, 2008-04-17 00:00:00
CVE-2012-1889, 2012-06-12 00:00:00
CVE-2014-4511, 2014-06-30 00:00:00
CVE-2012-3951, 2012-07-27 00:00:00
CVE-2016-0189, 2016-05-10 00:00:00
CVE-2008-1898, 2008-11-28 00:00:00
CVE-2009-4098, 2009-11-24 00:00:00
CVE-2006-2630, 2006-05-24 00:00:00
CVE-2016-10225, 2016-04-30 00:00:00
CVE-2009-4656, 2009-12-30 00:00:00
CVE-2008-4779, 2008-10-28 00:00:00
CVE-2010-1899, 2010-09-14 00:00:00
CVE-2008-4556, 2008-10-14 00:00:00
CVE-2005-3589, 2005-11-07 00:00:00
CVE-2015-1793, 2015-07-09 00:00:00
CVE-2012-4876, 2012-03-28 00:00:00
CVE-2007-3068, 2007-06-02 00:00:00
CVE-2011-5130, 2011-11-29 00:00:00
CVE-2015-2208, 2015-03-03 00:00:00
CVE-2010-2568, 2010-07-16 00:00:00
CVE-2009-1151, 2009-03-24 00:00:00
CVE-2015-1587, 2015-02-11 00:00:00
CVE-2007-2193, 2007-11-23 00:00:00
CVE-2011-0065, 2011-05-10 00:00:00
CVE-2011-1900, 2017-08-13 14:11:48.793000
CVE-2005-2551, 2005-08-11 00:00:00
CVE-2007-4466, 2007-10-08 00:00:00
CVE-2010-2703, 2010-07-20 00:00:00
CVE-2009-2335, 2017-08-13 14:18:53.449000
CVE-2012-4914, 2013-01-18 00:00:00
CVE-2012-4915, 2013-01-03 00:00:00
CVE-2010-2709, 2010-08-03 00:00:00
CVE-2005-0581, 2005-03-02 00:00:00
CVE-2016-1560, 2016-04-07 00:00:00
CVE-2006-3392, 2006-06-30 00:00:00
CVE-2008-0926, 2017-08-13 14:11:54.686000
CVE-2017-1000117, 2017-09-04 03:13:37.045000
CVE-2010-4335, 2010-11-15 00:00:00
CVE-2005-1323, 2005-04-26 00:00:00
CVE-2010-3765, 2010-10-25 00:00:00
CVE-2017-7269, 2017-08-13 14:16:11.274000
CVE-2013-2423, 2013-01-10 00:00:00
CVE-2007-4607, 2009-08-28 00:00:00
CVE-2013-3918, 2013-11-08 00:00:00
CVE-2005-0059, 2005-04-12 00:00:00
CVE-2003-1200, 2003-12-29 00:00:00
CVE-2011-0340, 2012-04-28 00:00:00
CVE-2002-1059, 2002-07-23 00:00:00
CVE-2014-5005, 2014-08-31 00:00:00
CVE-2011-0657, 2011-04-12 00:00:00
CVE-2011-0654, 2017-08-13 14:13:47.455000
CVE-2012-0209, 2012-02-13 00:00:00
CVE-2012-0201, 2012-02-28 00:00:00
CVE-2012-0202, 2012-04-02 00:00:00
CVE-2013-2730, 2013-05-14 00:00:00
CVE-2006-1551, 2006-03-30 00:00:00
CVE-2013-1428, 2013-04-22 00:00:00
CVE-2010-0842, 2010-03-30 00:00:00
CVE-2014-0322, 2014-02-13 00:00:00
CVE-2012-4681, 2012-08-26 00:00:00
CVE-2002-1473, 2002-08-28 00:00:00
CVE-2014-6446, 2014-09-25 00:00:00
CVE-2008-2463, 2008-07-07 00:00:00
CVE-2013-1359, 2012-01-17 00:00:00
CVE-2006-5702, 2006-11-01 00:00:00
CVE-1999-0874, 2002-04-10 00:00:00
CVE-2007-0348, 2007-03-20 00:00:00
CVE-2009-3031, 2009-11-02 00:00:00
CVE-2007-5423, 2007-10-10 00:00:00
CVE-2012-1153, 2012-01-19 00:00:00
CVE-2000-0665, 2000-07-17 00:00:00
CVE-2008-1311, 2008-10-29 00:00:00
CVE-2013-0008, 2012-11-27 00:00:00
CVE-2014-2364, 2014-07-17 00:00:00
CVE-2012-6530, 2012-07-29 00:00:00
CVE-2007-5082, 2007-09-27 00:00:00
CVE-2013-4211, 2013-08-07 00:00:00
CVE-2008-2683, 2008-06-05 00:00:00
CVE-2007-1435, 2007-03-12 00:00:00
CVE-2004-2221, 2004-08-19 00:00:00
CVE-2013-1347, 2013-05-03 00:00:00
CVE-2017-5638, 2017-03-07 00:00:00
CVE-2016-3088, 2016-06-01 00:00:00
CVE-2008-4397, 2008-10-09 00:00:00
CVE-2001-0500, 2001-06-18 00:00:00
CVE-2016-3081, 2016-04-27 00:00:00
CVE-2016-3087, 2016-06-01 00:00:00
CVE-2011-2657, 2011-10-19 00:00:00
CVE-2011-2653, 2011-11-02 00:00:00
CVE-2013-4450, 2013-10-18 00:00:00
CVE-2009-4265, 2009-12-05 00:00:00
CVE-2008-0226, 2008-01-04 00:00:00
CVE-2005-3757, 2005-08-16 00:00:00
CVE-2012-6329, 2012-12-03 00:00:00
CVE-2014-3300, 2017-08-13 14:13:16.931000
CVE-2015-6127, 2015-12-08 00:00:00
CVE-2003-0027, 2003-01-22 00:00:00
CVE-2013-4074, 2014-04-28 00:00:00
